Date,Day,S_Guinea,E_Guinea,I_Guinea,R_Guinea,D_Guinea,S_Liberia,E_Liberia,I_Liberia,R_Liberia,D_Liberia,S_SierraLeone,E_SierraLeone,I_SierraLeone,R_SierraLeone,D_SierraLeone,Travel_Rate_Guinea,Travel_Rate_Liberia,Travel_Rate_SierraLeone,Contact_Rate_Guinea,Contact_Rate_Liberia,Contact_Rate_SierraLeone
2014-01-07,10,1998069.0745978795,163.2463071666852,45.60997606142366,37.85360785677909,147.7360658619203,1499959.1166349803,17.08286088011807,4.760491170860914,3.8857169324086223,15.093256039914642,1001493.7244327186,18.346616184331882,5.041747051976278,3.974213150703799,15.453476063741961,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-08,11,1998056.7239425173,171.50319373969126,47.71311637306197,41.44877293332427,161.76268080934037,1499956.1402819464,17.982915196340915,4.991044877947327,4.262399587624928,16.5589208645977,1001474.8018172984,19.41211485437919,5.314904005086485,4.373862007736613,17.01003298793664,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-09,12,1998036.8903950877,180.0818685654097,49.98165533746358,45.212704304291,176.44719099838633,1499953.019121688,18.919762505681952,5.2393306127909645,4.6575071823027265,18.0966354305688,1001461.8680734998,20.528982503572365,5.609404960716025,4.7953814190304636,18.65198590297921,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-10,13,1998011.9166392554,189.03410461055864,52.39789347505634,49.15735317154126,191.83635057292813,1499949.7424689392,19.899195849715458,5.503765465403617,5.072361172574735,19.711462504485006,1001452.4746048736,21.70392448143673,5.923972669779344,5.2403734882320165,20.38552946874419,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-11,14,1997983.1911064915,198.39913361535025,54.954097757724156,53.2937325601189,207.97322097588093,1499946.3004178614,20.925679929960346,5.783738755215936,5.50819662306484,21.408147886504533,1001445.1347803144,22.942421876150362,6.258311375614629,5.71037939249626,22.21663458276658,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-12,15,1997951.5229407502,208.2093691204298,57.64844868069274,57.63251362335528,224.89950342809075,1499942.6833390056,22.002959780260163,6.079216367081978,5.966221397290821,23.19134781860028,1001438.9438688504,24.24933765578384,6.612714926211963,6.206939440961245,24.151279153577693,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-13,16,1997917.3689761832,218.4937471439189,60.48269241564729,62.18438123847581,242.6569321226913,1499938.8815734193,23.134418633897845,6.390513343371848,6.447651959854511,25.06576502228204,1001433.3490150954,25.629272375485144,6.987842672379031,6.731629804958404,26.195588567852692,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-14,17,1997880.9710903536,229.2796863715929,63.46078376010196,66.9602504449646,261.2881237249166,1499934.885242198,24.32328968613643,6.718163515580211,6.95373563270092,27.036232268666396,1001428.0100242809,27.086775282878996,7.3845919858220945,7.286085874269392,28.355924618963147,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-15,18,1997842.4393091598,240.5942494087666,66.58810458144414,71.97140274947346,280.83711326254644,1499930.6841234665,25.57278285081722,7.062845112107069,7.485765014408634,29.107765943074547,1001422.7150766702,28.62647212198451,7.804026419680278,7.872017992810448,30.638945245479942,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-16,19,1997801.8020266183,252.46484141410468,69.87101722336705,77.2295764687573,301.34970975842486,1499926.2675686376,26.886162036111692,7.42533874334521,8.045087874023642,31.285602537143053,1001417.3297168473,30.253145009877105,8.2473360096539,8.491222893737746,33.051647926854905,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-17,20,1997759.0363344287,264.919642166696,73.31661248546243,82.74703105239901,322.87374953788816,1499921.6244412803,28.26679376107386,7.806504091758491,8.633114462580458,33.57522558225816,1001411.7659530877,31.971784965419342,8.71581613298271,9.145592770359555,35.601404192675744,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-18,21,1997714.086287935,277.98788462539596,76.93257114193595,88.53659690280516,345.45929230611097,1499916.7430687957,29.718179193916267,8.207267469100108,9.251323375729053,35.982387350499835,1001405.9635421544,33.78762894057546,9.210857163030798,9.83712310499578,38.29598953915608,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-19,22,1997666.8738677264,291.7000459392146,80.72709171226447,94.6117174295133,369.1587864308531,1499911.6112010658,31.243976703855342,8.628615696764838,9.901266639486973,38.51312784989605,1001399.8786429197,35.706188264341606,9.733940435068797,10.567919917799555,41.14361126777021,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-20,23,1997617.3055236235,306.08798924811185,84.70885700817155,100.98648726980137,394.0272188995843,1499906.215972586,32.848019076801044,9.071593687458789,10.584574418296516,41.17379258858535,1001393.4769185769,37.73327251817158,10.286637946107785,11.340206827603202,44.15293572306462,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-21,24,1997565.2760195197,321.1850781860674,88.88702380929988,107.67568894664507,420.1222589147902,1499900.5438660143,34.53432779209898,9.537304238451837,11.30295958267326,43.97104996605845,1001386.7293495757,39.8750111545875,10.87061433526598,12.156332159059511,47.33311580382496,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-22,25,1997510.670652355,337.0262773743251,93.27122624335041,114.69482936930606,447.5044006844587,1499894.580675829,36.30712581789704,10.026909152778256,12.058222285737111,46.91190882479329,1001379.6096719479,42.13787427117156,11.487630285735635,13.018776247189026,50.69381930945366,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-23,26,1997453.3664855966,353.6482463667495,97.87158758205662,122.06017696762363,476.2371085559375,1499888.3114713263,38.17084976225306,10.54163118814567,12.85225463733463,50.00373646728451,1001372.0927938615,44.52869334182428,12.139546868739242,13.93015902849323,54.245258447238804,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-24,27,1997393.232961042,371.0894314147812,102.69873753567882,129.78879998821662,506.3869665892205,1499881.7205584336,40.13016187085602,11.08275656672836,13.687045536488643,53.25427735169632,1001364.1538219282,47.05468240627945,12.828330579839312,14.893247989706126,57.99822076528752,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-25,28,1997330.1321527308,389.39015797040975,107.76383305391849,137.89860629068357,538.0238339227147,1499874.791439986,42.18996220830329,11.651637859384156,14.564685703261974,56.67167260361152,1001355.7674305234,49.72346005159938,13.556058895000055,15.91096652015814,61.96410167867813,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-26,29,1997263.9187755508,408.5927254126876,113.07858188934527,146.40838491362018,571.2210069994708,1499867.506774189,44.35540120037932,12.249697183094039,15.487372944347404,60.264480467164624,1001346.9074590397,52.54307240454075,14.324926301124973,16.98640271913376,66.15493878406,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-27,30,1997194.4400557785,428.74150518010936,118.65526817525341,155.33784956878506,606.0553892892785,1499859.8483310794,46.631892679658705,12.87842964080107,16.457417673422288,64.04169776572041,1001337.5466283924,55.5220172869285,15.137250740149915,18.122818685324674,70.58344806237577,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-28,31,1997121.53550044,449.883041477371,124.5067794911305,164.70768359420217,642.6076666810142,1499851.7969474522,49.025127322411365,13.539406947649605,17.477248628094422,68.01278214226811,1001327.6563443427,58.66926930752124,15.995480380746319,19.323660193258455,75.2630615973822,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-29,32,1997045.0366049474,472.06615887687343,130.6466361322679,174.5395881409783,680.9624954804639,1499843.3324784483,51.541087049928144,14.234281350226176,18.549419010541804,72.18767595597878,1001317.2065313183,61.99430691111812,16.902200949089735,20.592567137190386,80.2079682895283,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-30,33,1996964.7665106698,495.34207273163616,137.08902147736706,184.85633177545125,721.2086959186928,1499834.4337476199,54.186059854512386,14.964789695652897,19.676612822416974,76.57683094241469,1001306.1655023011,65.50714039454948,17.860143353302668,21.93338436132123,85.43315607973138,0.001,0.001,0.001,2.0,1.5,1.8
2014-01-31,34,1996880.5396261232,519.7645059327023,143.84881422115598,195.68180301642255,763.439457105615,1499825.0784939264,56.96665552562988,15.73275775893046,20.861651589523017,81.19123439458157,1001294.49983662,69.21834176842108,18.872191820841472,23.350173210394942,90.95445698353141,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-01,35,1996792.1612163004,545.3898117238268,150.94162236509843,207.0410656768484,807.7525529202758,1499815.2433157729,59.88982224504349,16.540104817246156,22.107501462151927,86.04243680915086,1001282.174262294,73.13907642164442,19.94139253451541,24.847223783998537,96.78859487026921,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-02,36,1996699.4269741103,572.2770991781456,158.38381801097484,218.96041547962744,854.2505628684053,1499804.9036136298,62.962863595450976,17.388848345165332,23.417280495798835,91.1425802370254,1001269.1515435453,77.2811357250133,21.07096253121667,26.429067560449916,102.95323468448673,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-03,37,1996602.1225831325,600.4883603729775,166.19257265743366,231.46743750720358,903.0410961915924,1499794.0335316763,66.19345585615389,18.281108790391755,24.79426605657907,96.50442712022483,1001255.3923684859,81.6569703283341,22.264298792111276,28.100490294516312,109.46703273554887,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-04,38,1996500.0231494606,630.0886346399972,174.3859028068058,244.5910804537334,954.2370815215744,1499782.6058822535,69.58967038942232,19.219115757411057,26.24190440812872,102.14139762431726,1001240.855206482,86.27973338698216,23.52499004552449,29.866548765858536,116.34970200221905,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-05,39,1996392.8927910775,661.1461250003158,182.98270232427893,258.3617093898914,1007.9569727104603,1499770.5920918854,73.15998962887328,20.205212428288043,27.763817562773063,108.06759631951044,1001225.4962124603,91.16331175206165,24.8568252865524,31.732582874716083,123.62205929681367,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-06,40,1996280.4840500413,693.7323675648034,192.00278949512352,272.8111825159113,1064.32504823972,1499757.9621228478,76.91333031486933,21.24186198192717,29.36381323582257,114.29785094436207,1001209.2690787006,96.3223711858746,26.263806125336128,33.70423317484681,131.3060936295826,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-07,41,1996162.5373428967,727.9223894106266,201.46695094098112,287.9729228261237,1123.4716907783609,1499744.6843996278,80.85906527618461,22.331653612922032,31.04589418021144,120.84774875696968,1001192.1248959303,101.77239905934583,27.750158451642776,35.78745744086888,139.42503080876526,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-08,42,1996038.7803703097,763.794876624087,211.3969883506449,303.88199447447874,1185.5336850779827,1499730.7257304038,85.00704668180691,23.477308959406226,32.814268154029214,127.73367535174363,1001174.012009482,107.52975009498647,29.320344931103982,37.988548424532496,148.00340267713153,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-09,43,1995908.927496015,801.4323504982468,221.8157674758229,320.5751829564415,1250.6545307545769,1499716.0512243842,89.36763051489146,24.68168886953711,34.67335841455311,134.97285552688584,1001154.8758686614,113.61169472709533,30.979078216808123,40.31415263607812,157.0671203461212,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-10,44,1995772.6791058904,840.9213507445177,232.74726909421452,338.09107857688446,1318.9847678897024,1499700.6242055637,93.95170210685838,25.947800458131148,36.62781466764673,142.58339592431838,1001134.6588636584,120.03646973104382,32.73133478212874,42.77129001434207,166.64355089558487,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-11,45,1995629.720932169,882.352628422803,244.21664273758466,356.47016452252547,1390.682320592888,1499684.4061214402,98.77070315778312,27.27880457504448,38.6825246585911,150.58433016777195,1001113.3001520154,126.82333205963855,34.582369634831004,45.36737485678971,176.76159898717484,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-12,46,1995479.7233280207,925.8213522181953,256.2502641362918,375.754911193249,1465.9128649786476,1499667.3564449195,103.83666076680663,28.678023830851078,40.8426266291348,158.9956673746932,1001090.7354732,133.992616998215,36.537732211712914,48.11023844203381,187.45179507788788,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-13,47,1995322.3405433968,971.4273129780805,268.8757921577867,395.98986979694456,1544.8501942701164,1499649.4325769,109.16221625512664,30.148950570746237,43.113521688544814,167.83844033416486,1001066.8969688391,141.56579597585704,38.60328217604328,51.00815152431425,198.74638313395337,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-14,48,1995157.2099315175,1019.2751486583355,282.12223144855676,417.2217755378338,1627.6766213265594,1499630.5897384183,114.76065707527138,31.69525569571524,45.50088751235403,177.13475885465053,1001041.7129780939,149.56554097973358,40.78520702127649,54.0698494170489,210.67941844101352,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-15,49,1994983.9511407225,1069.4745736238442,296.0199962747801,439.49965296061515,1714.5833895816857,1499610.7808602992,120.64594945571417,33.32079768454605,48.010692359247656,186.9078643501844,1001015.1078261618,158.01579064349733,43.09004012986968,57.3045577417609,223.28686800846285,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-16,50,1994802.1652606004,1122.140621467319,310.60097836039796,462.87492780700626,1805.771109384288,1499589.9564655619,126.83277318089243,35.029632200310246,50.649210011607884,197.18218802109612,1000987.001594144,166.94182098263732,45.524680131430934,60.7220200116922,236.60671813281147,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-17,51,1994611.4339314194,1177.3938969642227,325.89861718127344,487.4015432426694,1901.4502113850417,1499568.0645469597,133.33655779710975,36.82602210534235,53.42303533417975,207.9834114454689,1000957.3098824599,176.37031929550622,48.096411116664825,64.33252646361407,250.6790868272962,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-18,52,1994411.3183917906,1235.3608406777757,341.9479736803993,513.136082198285,2001.841423761943,1499545.0504376786,140.17352080145554,38.71444807885482,56.339100702196845,219.33853056819615,1000925.9435755832,186.32946255550564,50.81292407369156,68.14694466643414,265.5463431808333,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-19,53,1994201.3585125622,1296.174004638429,358.785807201604,540.1378950570585,2107.1762703476484,1499520.8566759278,147.36070772155477,40.69961959930218,59.40469321449676,231.2759227138573,1000892.808567471,196.8489997441219,53.682339363746856,72.17675168109066,281.2532327538135,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-20,54,1993981.0717669346,1359.9723413787406,376.45065618101387,568.4692339629385,2217.6975945200884,1499495.4228621009,154.91603427071658,42.78648669554439,62.627472843404774,243.8254172931445,1000857.805485302,207.96033908945876,56.713230610750045,76.43406818024059,297.84701063444487,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-21,55,1993749.9521586623,1426.9015048334463,394.98292234674165,598.1953929567974,2333.66010586876,1499468.6855092377,162.85833054134946,44.98025211909081,66.01549144934395,257.01836983566653,1000820.8293972798,219.69663962779737,59.914649776377054,80.93169428233576,315.37758118063573,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-22,56,1993507.4690976387,1497.1141653964964,414.42495872155774,629.3848550669788,2455.330953977271,1499440.5778855698,171.20738750060326,47.28638421643307,69.57721279862581,270.88773995200944,1000781.7695040923,232.0929080393382,63.296153637206466,85.6831474784465,333.8976459125201,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-23,57,1993253.0662237816,1570.7703389930277,434.8211616493626,662.1094463907365,2582.990329473087,1499411.029849029,179.9840058437199,49.71063045236996,73.32153360712493,285.4681732888167,1000740.5088127102,245.18610076009617,66.86783173227774,90.70270266470057,353.4628596220891,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-24,58,1992986.160182268,1648.0377291127872,456.21806651662155,696.4444967213506,2716.9320906153343,1499379.967674127,189.21004709232318,52.25903154075577,77.25780555913333,300.7960872774569,1000696.9237937073,259.015231163965,70.6403357028665,96.00543420252154,374.1319943909311,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-25,59,1992706.1393340887,1729.092086157863,478.6644483697954,732.4690088309663,2857.464423644376,1499347.3138688728,198.90848761135544,54.93793639305914,81.39585859644832,316.9097618324136,1000650.8840174691,273.6214832963226,74.62491043135358,101.60726059454109,395.96711380884,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-26,60,1992412.3624134052,1814.1175808024288,502.2114265240535,770.2658349368751,3004.9105311537364,1499312.9869832268,209.1034751065869,57.75401775088735,85.74602528895014,333.8494342605576,1000602.2517720688,289.04833126100476,78.83342673423341,107.52499143102706,419.03375604743144,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-27,61,1992104.1571204711,1903.3071943676903,526.9125740129688,809.9218618553721,3159.609354350107,1499276.9014073808,219.82038810123345,60.71428864624304,90.31916650435082,351.65739923073346,1000550.8816592668,305.34166535551947,83.2784159105891,113.7763770454536,443.40112749935054,0.001,0.001,0.001,2.0,1.5,1.8
2014-02-28,62,1991780.8186200622,1996.8631343869172,552.8240341624861,851.5282088456736,3321.916344815128,1499238.9671553595,231.085899718919,63.82612005430794,95.12669895245546,370.3781160436569,1000496.6201593393,322.5499278387627,87.97310693527307,120.38016202649516,469.14231145725097,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-01,63,1991441.608183494,2094.997209471733,580.0046258649869,895.1804067616398,3492.2041633509994,1499199.0896683487,242.92803562761495,67.09725693292597,100.18062022250444,390.05830613903737,1000439.30523419,340.72423666091066,92.93146036605293,127.35613404465678,496.3344585222901,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-02,64,1991085.7512545285,2197.931362002339,608.5159933741354,940.9786534821155,3670.8636763777495,1499157.1695334672,255.3762568722749,70.53584115540177,105.49354459285044,410.74709255539415,1000378.7657582068,359.9185627744863,98.16821695389345,134.72519389713827,525.0590597580657,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-03,65,1990712.4360525152,2305.898051192104,638.422713916634,989.0279988462444,3858.30467733844,1499113.102278489,268.4615202961072,74.15042823631003,111.07872917930962,432.4961017646818,1000314.821099708,380.1898603631168,103.69893333698334,142.50940706535533,555.4021477514261,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-04,66,1990320.8117314791,2419.1407572922562,669.7924394084018,1039.4385885290328,4054.9568380212804,1499066.778101133,282.2163582086667,77.95000938775686,116.95010842254943,455.35959798349506,1000247.2805690337,401.598238497868,109.54002909642712,150.7320717140129,587.4545617910486,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-05,67,1989909.9865557111,2537.9144791142016,702.696036852848,1092.3259061826427,4261.270653115628,1499018.0815987221,296.6749578955334,81.94403354366159,123.12232853847182,479.3946173407221,1000175.942864739,424.20713316683026,115.70883396957713,159.4177869694282,621.3122141367671,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-06,68,1989479.0259901138,2662.486252968797,737.2077351086145,1147.8110273025845,4477.718430504473,1498966.8914834165,311.8732453295262,86.14243055371723,129.61078381635795,504.6611092416204,1000100.595488062,448.08348897303216,122.22363774954171,168.59252515112826,657.0763717071839,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-07,69,1989026.950707576,2793.135692535864,773.4052768015871,1206.0208847062868,4704.795326854634,1498913.0802830376,327.8489730803575,90.55563552213437,136.43165476732432,531.222084938014,1000021.0141255151,473.29795055070724,129.10374278198833,178.28370799527227,694.8539533359994,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-08,70,1988552.7345043106,2930.15555126626,811.3700771665168,1267.0885467818157,4943.020433019703,1498856.5140258814,344.64181287042726,95.19461444960957,143.60194832624083,559.1437740970736,999936.9619960323,499.9250647235466,136.36951946430077,188.52028730699996,734.7578443019463,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-09,71,1988055.3022393351,3073.852278592754,851.1873811836807,1331.1534924209425,5192.9378465094205,1498797.0519296401,362.29344693316386,100.0708895431985,151.13953752725104,588.4957793197565,999848.1892072373,528.0434798671421,144.0424609850137,199.33282447651047,776.9072064271701,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-10,72,1987533.5274199396,3224.546661405719,892.9464465423366,1398.3619355278272,5455.11793733949,1498734.546027693,380.8476775234732,105.19656960181597,159.06320922070867,619.3512619814019,999754.4319728296,557.7361872040824,152.1452497622465,210.75358739364793,821.4278560336276,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-11,73,1986986.229891998,3382.5744414117644,936.7407182541073,1468.8671347570928,5730.158556266958,1498668.8408142852,400.3505309824362,110.58437884984737,167.39270936374098,651.7871186199766,999655.4118719652,589.0907495319506,160.70182027264303,222.81664209299007,868.4526213469805,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-12,74,1986412.1734847522,3548.2869387308506,982.6680066302213,1542.8297105836132,6018.686271621676,1498599.7728778732,420.85036513747525,116.24768672713755,176.14878984940688,685.8841633193863,999550.8350810144,622.1995378052374,169.73742420602946,235.55794795919596,918.1217137885823,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-13,75,1985810.0633659712,3722.051749962258,1030.830685278696,1620.4180021961565,6321.357761488377,1498527.1704864197,442.39799072855146,122.20054153721871,185.3532614927435,721.7273340676588,999440.3915000173,657.1599999872202,179.27870437207042,249.01546605083996,970.5831504289523,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-14,76,1985178.5434405594,3904.253431073696,1081.3358828412706,1701.8084198978274,6638.861188383552,1498450.8531751377,465.04679203912275,128.45770377827358,195.02904674385724,759.4058980358953,999323.7538828388,694.0749282777465,189.3537679243621,263.2292671396314,1025.9931753276876,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-15,77,1984516.1935724758,4095.2942216633924,1134.2956919774047,1787.1858216035655,6971.917667858722,1498370.6313044475,488.8528560759462,135.03468213091668,205.20023619293815,799.0136716793648,999200.5769018519,733.0527459563631,199.9922656620339,278.2416478682348,1084.5167125543944,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-16,78,1983821.5267029786,4295.594784734614,1189.8273858162866,1876.7439058050845,7321.28280136054,1498286.3055924496,513.875108923543,141.94777148420462,215.89214839646684,840.6492537590589,999070.4961544325,774.2078107246067,211.22547621186405,294.09725441948893,1146.327848502461,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-17,79,1983092.9858778098,4505.59497762956,1248.0536327342809,1970.6856171022398,7687.748258207376,1498197.666633232,540.1754565646085,149.21409164991093,227.13139154152768,884.4162654478156,998933.1271384679,817.660728475875,223.0863917535613,310.8432100667616,1211.610329315875,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-18,80,1982328.9411458818,4725.754641318543,1309.102725491322,2069.2235712822876,8072.143433686937,1498104.494386301,567.8189336167632,156.85162884505547,238.9459288240646,930.4236050009691,998788.0641625728,863.5386852711981,235.6098099633664,328.5292510646481,1280.5580908790012,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-19,81,1981527.6863406396,4956.554415411632,1373.108815921483,2172.5804979596655,8475.337175712304,1498006.55764148,596.8738591872941,164.87927895650913,251.36514701568942,978.7857148017771,998634.8792013206,911.9757956225642,248.83243018473775,347.2078695707075,1353.3758162155707,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-20,82,1980687.4357372082,5198.496577502041,1440.212157230285,2280.9897020478056,8898.239584931687,1497903.6134569163,627.4120003970015,173.3168929547902,264.41992851678503,1029.6228619902502,998473.1206901034,963.1134683225266,262.7929545169361,366.93446430234303,1430.279523059109,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-21,83,1979806.3206039257,5452.105900959175,1510.5593524901547,2394.6955417550303,9341.80387928591,1497795.4065724246,659.5087428859126,182.18532428157124,278.14272661392334,1083.0614315794946,998302.3122643438,1017.1007882286793,277.53219342312354,387.7674983732133,1511.497179429052,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-22,84,1978882.3856034456,5717.930541477208,1584.3036121662892,2513.9539295684963,9807.028348240356,1497681.6687896599,693.243270765959,191.50647886414652,292.56764504295876,1139.2342363399016,998121.9514246878,1074.094919449884,293.0931773367438,409.7686666428429,1597.2693563115065,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-23,85,1977913.5850750778,5996.542943074221,1661.605018148885,2639.0328521783035,10294.958380892787,1497562.118323345,728.6987547481785,201.30336742774443,307.73052132233033,1198.2808413726282,997931.5081371467,1134.2615270253852,309.5212734925121,433.00307150199296,1687.849913244833,0.001,0.001,0.001,2.0,1.5,1.8
2014-03-24,86,1976897.7791393804,6288.5407761402585,1742.6307981103505,2770.212918029329,10806.688601849191,1497436.4591117366,765.9625518329194,211.60016103970497,323.6690153859583,1260.3479093260933,997730.4233426057,1197.775224567709,326.86431006698507,457.5394103640644,1783.5067295641902,0.001,0.001,0.001,2.0,1.5,1.8
